# ell tt ee te bb
1.060000000000000000e+02 1.601849504082811126e+00 4.780659972395294097e-04 -1.502539975625710213e-02 2.007508116235871203e-06
1.070000000000000000e+02 1.589816038556497446e+00 4.766313829332201107e-04 -1.510386590871177701e-02 2.008272689326385759e-06
1.080000000000000000e+02 1.578038631219295107e+00 4.750378459330353029e-04 -1.517535871238268053e-02 2.009068482670898139e-06
1.090000000000000000e+02 1.566513232049556725e+00 4.732908860008449735e-04 -1.523987320087171957e-02 2.009896641788273010e-06
1.100000000000000000e+02 1.555224367728487156e+00 4.713881188207679970e-04 -1.529752632123184894e-02 2.010758150931889872e-06
1.110000000000000000e+02 1.544161185761534050e+00 4.693349883529676267e-04 -1.534839588405188630e-02 2.011653830141176848e-06
1.120000000000000000e+02 1.533317070238637392e+00 4.671367020811170875e-04 -1.539245008496437257e-02 2.012584336708175387e-06
1.130000000000000000e+02 1.522682040776571988e+00 4.647909969529268699e-04 -1.542984685362351442e-02 2.013550171163127811e-06
1.140000000000000000e+02 1.512246584325719789e+00 4.622994604438170258e-04 -1.546059593022272929e-02 2.014551687200767907e-06
1.150000000000000000e+02 1.502001538451099405e+00 4.596706975986016280e-04 -1.548477820658019331e-02 2.015589105392280434e-06
1.160000000000000000e+02 1.491941603559380658e+00 4.569059761526821951e-04 -1.550247392430986922e-02 2.016662529698211398e-06
1.170000000000000000e+02 1.482058296298825351e+00 4.540032175843270444e-04 -1.551372981426476019e-02 2.017771966420374120e-06
1.180000000000000000e+02 1.472340224044742296e+00 4.509705719691534912e-04 -1.551859503890605854e-02 2.018917344739484409e-06
1.190000000000000000e+02 1.462783143940070918e+00 4.478092261819919401e-04 -1.551718629564893814e-02 2.020098538107746754e-06
1.200000000000000000e+02 1.453379743644232169e+00 4.445236114751708982e-04 -1.550955359220759430e-02 2.021315385699606266e-06
1.210000000000000000e+02 1.444123059678815268e+00 4.411148124511502931e-04 -1.549574879192847261e-02 2.022567712896376531e-06
1.220000000000000000e+02 1.435003347737384694e+00 4.375870539178556098e-04 -1.547588760505950664e-02 2.023855350980319337e-06
1.230000000000000000e+02 1.426017495883111108e+00 4.339443860571460133e-04 -1.545002196695832025e-02 2.025178154149467282e-06
1.240000000000000000e+02 1.417159472272047527e+00 4.301876817358920831e-04 -1.541820521664968510e-02 2.026536014185442598e-06
1.250000000000000000e+02 1.408420560285556178e+00 4.263237737544768222e-04 -1.538055118916678565e-02 2.027928872019577273e-06
1.260000000000000000e+02 1.399798327237695927e+00 4.223533174930701236e-04 -1.533714188439223337e-02 2.029356725937172539e-06
1.270000000000000000e+02 1.391284702214875102e+00 4.182827556819229253e-04 -1.528803027535650429e-02 2.030819636084303680e-06
1.280000000000000000e+02 1.382875023012935412e+00 4.141125797970792799e-04 -1.523332861878412721e-02 2.032317725420857461e-06
1.290000000000000000e+02 1.374567658256386604e+00 4.098488956177171252e-04 -1.517311899828380738e-02 2.033851176777622881e-06
1.300000000000000000e+02 1.366355518435147909e+00 4.054920257000652040e-04 -1.510745505634150145e-02 2.035420227165608309e-06
1.310000000000000000e+02 1.358231869763716126e+00 4.010477370001592221e-04 -1.503644502812469426e-02 2.037025157781468605e-06
1.320000000000000000e+02 1.350198291491188973e+00 3.965215139855443323e-04 -1.496016781814424323e-02 2.038666282432552558e-06
1.330000000000000000e+02 1.342245731315549140e+00 3.919133354325144195e-04 -1.487872744433547945e-02 2.040343933091785964e-06
1.340000000000000000e+02 1.334373352232038235e+00 3.872335566346944572e-04 -1.479217368692629930e-02 2.042058443819524731e-06
1.350000000000000000e+02 1.326575228186375410e+00 3.824792671225209022e-04 -1.470065849030550639e-02 2.043810133784775220e-06
1.360000000000000000e+02 1.318850737162746922e+00 3.776577930504063704e-04 -1.460420299829094139e-02 2.045599289728152523e-06
1.370000000000000000e+02 1.311194308840921474e+00 3.727711460805056419e-04 -1.450290436812451574e-02 2.047426148612470956e-06
1.380000000000000000e+02 1.303603081485850579e+00 3.678261308272457093e-04 -1.439688161424622879e-02 2.049290880970546833e-06
1.390000000000000000e+02 1.296071917935057050e+00 3.628244065963167090e-04 -1.428622597686066663e-02 2.051193575849093816e-06
1.400000000000000000e+02 1.288603028143654017e+00 3.577699386061778839e-04 -1.417102641397666868e-02 2.053134227469365569e-06
1.410000000000000000e+02 1.281189139584077097e+00 3.526711649968148612e-04 -1.405139298091218590e-02 2.055112724166874403e-06
1.420000000000000000e+02 1.273827949725266917e+00 3.475268889614071101e-04 -1.392738631068916877e-02 2.057128840193396864e-06
1.430000000000000000e+02 1.266519521710618656e+00 3.423428057393387305e-04 -1.379913426801137981e-02 2.059182230325759802e-06
1.440000000000000000e+02 1.259257182336524172e+00 3.371243223985879761e-04 -1.366671548727491602e-02 2.061272427422778387e-06
1.450000000000000000e+02 1.252041211780370977e+00 3.318721627183038748e-04 -1.353018467030728603e-02 2.063398843337914211e-06
1.460000000000000000e+02 1.244863153831572200e+00 3.265935542571477414e-04 -1.338968287655588341e-02 2.065560772568639657e-06
1.470000000000000000e+02 1.237721423125810905e+00 3.212932068936819843e-04 -1.324523855847430272e-02 2.067757398992186620e-06
1.480000000000000000e+02 1.230612385380487117e+00 3.159734751995412752e-04 -1.309696547886980179e-02 2.069987804968962808e-06
1.490000000000000000e+02 1.223532583435639864e+00 3.106386878228018780e-04 -1.294493169987407689e-02 2.072250982771107779e-06
1.500000000000000000e+02 1.216478728369767559e+00 3.052929539897322937e-04 -1.278920372246632707e-02 2.074545847784573771e-06
1.510000000000000000e+02 1.209445657478231517e+00 2.999401741350192887e-04 -1.262988720114642353e-02 2.076871252909448982e-06
1.520000000000000000e+02 1.202436456220519423e+00 2.945840473121726501e-04 -1.246708396394423379e-02 2.079226003929681258e-06
1.530000000000000000e+02 1.195447948833661567e+00 2.892300539101880751e-04 -1.230089150468497046e-02 2.081608874946738792e-06
1.540000000000000000e+02 1.188480985818305857e+00 2.838833900783487648e-04 -1.213144294310331342e-02 2.084018623677842964e-06
1.550000000000000000e+02 1.181534433368780279e+00 2.785451234329670237e-04 -1.195880836476338402e-02 2.086454005916836689e-06
1.560000000000000000e+02 1.174611015588365781e+00 2.732219801056018534e-04 -1.178311306803741729e-02 2.088913788702093393e-06
1.570000000000000000e+02 1.167705781488385330e+00 2.679146964247326171e-04 -1.160443993603007748e-02 2.091396761982102518e-06
1.580000000000000000e+02 1.160821448189961691e+00 2.626313954168571214e-04 -1.142288774109126090e-02 2.093901748085859882e-06
1.590000000000000000e+02 1.153955082631590745e+00 2.573724472593739748e-04 -1.123855173999764936e-02 2.096427608927110322e-06
1.600000000000000000e+02 1.147105697631473298e+00 2.521436275497587146e-04 -1.105154193408875406e-02 2.098973250924928947e-06
1.610000000000000000e+02 1.140268765372896675e+00 2.469486253177021677e-04 -1.086192840068077661e-02 2.101537627122491054e-06
1.620000000000000000e+02 1.133443505474698965e+00 2.417909341564750754e-04 -1.066983203550472305e-02 2.104119736944416662e-06
1.630000000000000000e+02 1.126629167936501918e+00 2.366773533022039505e-04 -1.047529918169977890e-02 2.106718623327427351e-06
1.640000000000000000e+02 1.119821582350235101e+00 2.316074357199753117e-04 -1.027846129177032580e-02 2.109333367634427135e-06
1.650000000000000000e+02 1.113021884909149328e+00 2.265858478954689103e-04 -1.007937640167607708e-02 2.111963082541672888e-06
1.660000000000000000e+02 1.106227785764539506e+00 2.216170129957439287e-04 -9.878151285166841475e-03 2.114606903168221375e-06
1.670000000000000000e+02 1.099438763259978691e+00 2.167051219620501931e-04 -9.674871966189308933e-03 2.117263976895357677e-06
1.680000000000000000e+02 1.092654317404259556e+00 2.118541440692299428e-04 -9.469670625976716119e-03 2.119933452066815686e-06
1.690000000000000000e+02 1.085873969383965409e+00 2.070678369794931063e-04 -9.262625352557641092e-03 2.122614466607476757e-06
1.700000000000000000e+02 1.079097261110786521e+00 2.023481507557481438e-04 -9.053827433965695379e-03 2.125306136212088609e-06
1.710000000000000000e+02 1.072322167892425071e+00 1.977000910103571631e-04 -8.843364667094979342e-03 2.128007543109840416e-06
1.720000000000000000e+02 1.065551463914815367e+00 1.931268352628902189e-04 -8.631337182006438777e-03 2.130717725613946014e-06
1.730000000000000000e+02 1.058781594561057249e+00 1.886313851296261379e-04 -8.417825662909203532e-03 2.133435668951077373e-06
1.740000000000000000e+02 1.052012233379221673e+00 1.842165742249890232e-04 -8.202923048152925209e-03 2.136160297543058926e-06
1.750000000000000000e+02 1.045244585892167510e+00 1.798881064579579644e-04 -7.986748934131437244e-03 2.138890469164974931e-06
1.760000000000000000e+02 1.038476808718480804e+00 1.756469007085749499e-04 -7.769373095584779232e-03 2.141624971139009980e-06
1.770000000000000000e+02 1.031708657596004386e+00 1.714982463740826921e-04 -7.550877658561024400e-03 2.144362518631211858e-06
1.780000000000000000e+02 1.024938567655009125e+00 1.674442397504240948e-04 -7.331356941104465869e-03 2.147101755185896908e-06
1.790000000000000000e+02 1.018167975705878803e+00 1.634868498320008454e-04 -7.110887183709816220e-03 2.149841255482688063e-06
1.800000000000000000e+02 1.011396825543918965e+00 1.596307873979039193e-04 -6.889570279942430590e-03 2.152579530083881261e-06
1.810000000000000000e+02 1.004623648964588778e+00 1.558791026040102113e-04 -6.667503983554482622e-03 2.155315032149518928e-06
1.820000000000000000e+02 9.978498468226347784e-01 1.522346742333251289e-04 -6.444768059866844145e-03 2.158046165779687041e-06
1.830000000000000000e+02 9.910753753211190009e-01 1.486988310493660202e-04 -6.221452927965070816e-03 2.160771295723977567e-06
1.840000000000000000e+02 9.842988229579835435e-01 1.452755473015775872e-04 -5.997659038108588136e-03 2.163488758141853667e-06
1.850000000000000000e+02 9.775215529270169235e-01 1.419685869111998364e-04 -5.773428460109247297e-03 2.166196872023305043e-06
1.860000000000000000e+02 9.707421876033753838e-01 1.387788286390605446e-04 -5.548882136991764927e-03 2.168893950888138155e-06
1.870000000000000000e+02 9.639620636387961072e-01 1.357085330155682694e-04 -5.324082904203981600e-03 2.171578314210877739e-06
1.880000000000000000e+02 9.571811480407266259e-01 1.327615314440744689e-04 -5.099130445959714798e-03 2.174248298771112482e-06
1.890000000000000000e+02 9.503981091540603110e-01 1.299398929067760282e-04 -4.874094333884989791e-03 2.176902268701486045e-06
1.900000000000000000e+02 9.436142427370243224e-01 1.272460719312183003e-04 -4.649066993906161675e-03 2.179538624618689784e-06
1.910000000000000000e+02 9.368295173550932331e-01 1.246819964617042957e-04 -4.424137023177662775e-03 2.182155811266193178e-06
1.920000000000000000e+02 9.300426422143556193e-01 1.222499754927881647e-04 -4.199351551964760829e-03 2.184752323537656474e-06
1.930000000000000000e+02 9.232536250395525501e-01 1.199519304523678537e-04 -3.974793126972083791e-03 2.187326710641593910e-06
1.940000000000000000e+02 9.164649398308285511e-01 1.177900307318481055e-04 -3.750565531872993973e-03 2.189877578427060216e-06
1.950000000000000000e+02 9.096752950602629006e-01 1.157663136595285828e-04 -3.526731600593196667e-03 2.192403589737088243e-06
1.960000000000000000e+02 9.028858674957690456e-01 1.138826900633511924e-04 -3.303387768575565247e-03 2.194903462948989462e-06
1.970000000000000000e+02 8.960977851364074764e-01 1.121411889105667102e-04 -3.080602513607543641e-03 2.197375968740633736e-06
1.980000000000000000e+02 8.893121292155121704e-01 1.105434765577281773e-04 -2.858453247166687673e-03 2.199819925265125819e-06
1.990000000000000000e+02 8.825264180572848227e-01 1.090911083775767998e-04 -2.637002377941943202e-03 2.202234192015226483e-06
2.000000000000000000e+02 8.757440723451017650e-01 1.077855334243979268e-04 -2.416344459882889106e-03 2.204617662519221820e-06
2.010000000000000000e+02 8.689637785539833237e-01 1.066284437650100322e-04 -2.196524100787620917e-03 2.206969256333602308e-06
2.020000000000000000e+02 8.621853889561842399e-01 1.056210773898829649e-04 -1.977640695332976220e-03 2.209287910549461956e-06
2.030000000000000000e+02 8.554064161478590611e-01 1.047647988412138967e-04 -1.759732656303146774e-03 2.211572571162318465e-06
2.040000000000000000e+02 8.486289113832610198e-01 1.040607618706289252e-04 -1.542881137002886536e-03 2.213822184687108774e-06
2.050000000000000000e+02 8.418493209644115627e-01 1.035101414529755027e-04 -1.327152791573404326e-03 2.216035690288810408e-06
2.060000000000000000e+02 8.350697018107279268e-01 1.031138038304953305e-04 -1.112600436206147422e-03 2.218212012725322943e-06
2.070000000000000000e+02 8.282887814345923916e-01 1.028728627993836018e-04 -8.992756066808497073e-04 2.220350056436070393e-06
2.080000000000000000e+02 8.215064111050691675e-01 1.027881306233264109e-04 -6.872597302754376294e-04 2.222448700896047933e-06
2.090000000000000000e+02 8.147277667737241602e-01 1.028602382130531660e-04 -4.766212045828407289e-04 2.224506797442676816e-06
2.100000000000000000e+02 8.079515101018840406e-01 1.030900646831346934e-04 -2.674286178412390550e-04 2.226523167829316044e-06
2.110000000000000000e+02 8.011794841394066502e-01 1.034783079953064788e-04 -5.974632664569017179e-05 2.228496604146897423e-06
2.120000000000000000e+02 7.944144973257832865e-01 1.040252863531543987e-04 1.463622751682123048e-04 2.230425870665753810e-06
2.130000000000000000e+02 7.876572056511408348e-01 1.047316724136791911e-04 3.508378117037374297e-04 2.232309707104165523e-06
2.140000000000000000e+02 7.809092547026205144e-01 1.055979694625130874e-04 5.536227367643028119e-04 2.234146833390601916e-06
2.150000000000000000e+02 7.741712233310790170e-01 1.066236144539464085e-04 7.546582594299568571e-04 2.235935955710026784e-06
2.160000000000000000e+02 7.674416761239871709e-01 1.078101138432836087e-04 9.538872138349151035e-04 2.237675773612131100e-06
2.170000000000000000e+02 7.607212018453326507e-01 1.091568050582485095e-04 1.151252035843015366e-03 2.239364987945188655e-06
2.180000000000000000e+02 7.540103660886678938e-01 1.106630079501829864e-04 1.346712401986810068e-03 2.241002309338069512e-06
2.190000000000000000e+02 7.473087430619388405e-01 1.123299633737316605e-04 1.540206688554231988e-03 2.242586466921947252e-06
2.200000000000000000e+02 7.406159198907447117e-01 1.141569067027068893e-04 1.731697110141500011e-03 2.244116217054145412e-06
2.210000000000000000e+02 7.339333985653944126e-01 1.161430603404595602e-04 1.921119201903901362e-03 2.245590351647427922e-06
2.220000000000000000e+02 7.272597960253698313e-01 1.182895202263101284e-04 2.108449026095766694e-03 2.247007705946005506e-06
2.230000000000000000e+02 7.205965783363946775e-01 1.205945006901431725e-04 2.293617295004363350e-03 2.248367165427697159e-06
2.240000000000000000e+02 7.139451562041038146e-01 1.230580924541555779e-04 2.476594741765251149e-03 2.249667671628882122e-06
2.250000000000000000e+02 7.073059688065869155e-01 1.256785088642777806e-04 2.657316947151158130e-03 2.250908226731157041e-06
2.260000000000000000e+02 7.006785259188165194e-01 1.284567175092117314e-04 2.835758682327008985e-03 2.252087896764947549e-06
2.270000000000000000e+02 6.940641664617746009e-01 1.313918126439969788e-04 3.011869067616136132e-03 2.253205813361763215e-06
2.280000000000000000e+02 6.874633345467675571e-01 1.344819950853757683e-04 3.185608396351961597e-03 2.254261174040575989e-06
2.290000000000000000e+02 6.808773529974743166e-01 1.377272654214536192e-04 3.356938870258275448e-03 2.255253241005789820e-06
2.300000000000000000e+02 6.743057374812456706e-01 1.411267098810655687e-04 3.525824553198533742e-03 2.256181338605091492e-06
2.310000000000000000e+02 6.677497576642964505e-01 1.446776688582252185e-04 3.692222596689982358e-03 2.257044849500133681e-06
